code_x,country,displayAffiliation,displayName,displayNameEn,dob,draftYear,experience,firstInitial,firstName,firstNameEn,height,jerseyNo,lastName,lastNameEn,leagueId_x,playerId,position,schoolType,weight,abbr,city,cityEn,code_y,conference,displayAbbr,displayConference,division,id,isAllStarTeam,isLeagueTeam,leagueId_y,name,nameEn
nikola_mirotic,黑山,Montenegro,尼克拉 米罗蒂奇,Nikola Mirotic,666248400000,2011,3,尼克拉,尼克拉,Nikola,2.08,3,米罗蒂奇,Mirotic,00,202703,前锋,None,108.0 公斤,NOP,新奥尔良,New Orleans,pelicans,Western,鹈鹕,西部,西南分区,1610612740,False,True,00,鹈鹕,Pelicans
donovan_mitchell,美国,Louisville/United States,多诺万 米切尔,Donovan Mitchell,842068800000,2017,0,多诺万,多诺万,Donovan,1.90,45,米切尔,Mitchell,00,1628378,后卫,College,97.5 公斤,UTA,犹他,Utah,jazz,Western,爵士,西部,西北分区,1610612762,False,True,00,爵士,Jazz
malik_monk,美国,Kentucky/United States,马利克 蒙克,Malik Monk,886568400000,2017,0,马利克,马利克,Malik,1.90,1,蒙克,Monk,00,1628370,后卫,College,90.7 公斤,CHA,夏洛特,Charlotte,hornets,Eastern,黄蜂,东部,东南分区,1610612766,False,True,00,黄蜂,Hornets
greg_monroe,美国,Georgetown/United States,格雷格 门罗,Greg Monroe,644472000000,2010,7,格雷格,格雷格,Greg,2.11,55,门罗,Monroe,00,202328,中锋-前锋,College,120.2 公斤,BOS,波士顿,Boston,celtics,Eastern,凯尔特人,东部,大西洋分区,1610612738,False,True,00,凯尔特人,Celtics
luis_montero,多明尼加共和国,Westchester CC NY/Dominican Republic,路易斯 蒙特罗,Luis Montero,734068800000,2015,1,路易斯,路易斯,Luis,2.01,44,蒙特罗,Montero,00,1626242,后卫,College,90.7 公斤,DET,底特律,Detroit,pistons,Eastern,活塞,东部,中央分区,1610612765,False,True,00,活塞,Pistons
ben_moore,美国,Southern Methodist/United States,本 摩尔,Ben Moore,800337600000,2017,0,本,本,Ben,2.03,26,摩尔,Moore,00,1628500,前锋,College,99.8 公斤,IND,印第安纳,Indiana,pacers,Eastern,步行者,东部,中央分区,1610612754,False,True,00,步行者,Pacers
e'twaun_moore,美国,Purdue/United States,伊托万 摩尔,E'Twaun Moore,604386000000,2011,6,伊托万,伊托万,E'Twaun,1.93,55,摩尔,Moore,00,202734,前锋-后卫,College,86.6 公斤,NOP,新奥尔良,New Orleans,pelicans,Western,鹈鹕,西部,西南分区,1610612740,False,True,00,鹈鹕,Pelicans
eric_moreland,美国,Oregon State/United States,埃里克 莫兰德,Eric Moreland,693550800000,2014,2,埃里克,埃里克,Eric,2.08,24,莫兰德,Moreland,00,203961,前锋-中锋,College,108.0 公斤,DET,底特律,Detroit,pistons,Eastern,活塞,东部,中央分区,1610612765,False,True,00,活塞,Pistons
jaylen_morris,美国,Molloy/United States,杰伦 莫里斯,Jaylen Morris,811483200000,0,0,杰伦,杰伦,Jaylen,1.96,3,莫里斯,Morris,00,1628537,后卫,College,83.9 公斤,ATL,亚特兰大,Atlanta,hawks,Eastern,老鹰,东部,东南分区,1610612737,False,True,00,老鹰,Hawks
marcus_morris,美国,Kansas/United States,马库斯 莫里斯,Marcus Morris,620712000000,2011,6,马库斯,马库斯,Marcus,2.06,13,莫里斯,Morris,00,202694,前锋,College,106.6 公斤,BOS,波士顿,Boston,celtics,Eastern,凯尔特人,东部,大西洋分区,1610612738,False,True,00,凯尔特人,Celtics
markieff_morris,美国,Kansas/United States,马基夫 莫里斯,Markieff Morris,620712000000,2011,6,马基夫,马基夫,Markieff,2.08,5,莫里斯,Morris,00,202693,前锋,College,111.1 公斤,WAS,华盛顿,Washington,wizards,Eastern,奇才,东部,东南分区,1610612764,False,True,00,奇才,Wizards
monte_morris,美国,Iowa State/United States,蒙塔 莫里斯,Monte Morris,804225600000,2017,0,蒙塔,蒙塔,Monte,1.90,11,莫里斯,Morris,00,1628420,后卫,College,79.4 公斤,DEN,丹佛,Denver,nuggets,Western,掘金,西部,西北分区,1610612743,False,True,00,掘金,Nuggets
johnathan_motley,美国,Baylor/United States,乔纳森 蒙特利,Johnathan Motley,799560000000,2017,0,乔纳森,乔纳森,Johnathan,2.08,6,蒙特利,Motley,00,1628405,前锋,College,104.3 公斤,DAL,达拉斯,Dallas,mavericks,Western,独行侠,西部,西南分区,1610612742,False,True,00,独行侠,Mavericks
timofey_mozgov,俄罗斯,"St. Petersburg, Russia/Russia",提莫菲 莫兹戈夫,Timofey Mozgov,521870400000,2008,7,提莫菲,提莫菲,Timofey,2.16,20,莫兹戈夫,Mozgov,00,202389,中锋,Country,124.7 公斤,BKN,布鲁克林,Brooklyn,nets,Eastern,篮网,东部,大西洋分区,1610612751,False,True,00,篮网,Nets
emmanuel_mudiay,刚果民主共和国,Democratic Republic of the Congo,伊曼纽尔 穆迪埃,Emmanuel Mudiay,826002000000,2015,2,伊曼纽尔,伊曼纽尔,Emmanuel,1.96,1,穆迪埃,Mudiay,00,1626144,后卫,,90.7 公斤,NYK,纽约,New York,knicks,Eastern,尼克斯,东部,大西洋分区,1610612752,False,True,00,尼克斯,Knicks
shabazz_muhammad,美国,UCLA/United States,沙巴兹 穆罕默德,Shabazz Muhammad,721630800000,2013,4,沙巴兹,沙巴兹,Shabazz,1.98,15,穆罕默德,Muhammad,00,203498,后卫-前锋,College,100.2 公斤,MIL,密尔沃基,Milwaukee,bucks,Eastern,雄鹿,东部,中央分区,1610612749,False,True,00,雄鹿,Bucks
xavier_munford,美国,Rhode Island/United States,席维尔 芒福德,Xavier Munford,707371200000,2014,1,席维尔,席维尔,Xavier,1.93,0,芒福德,Munford,00,204098,后卫,College,78.5 公斤,MIL,密尔沃基,Milwaukee,bucks,Eastern,雄鹿,东部,中央分区,1610612749,False,True,00,雄鹿,Bucks
dejounte_murray,美国,Washington/United States,德永特 穆雷,Dejounte Murray,843105600000,2016,1,德永特,德永特,Dejounte,1.96,5,穆雷,Murray,00,1627749,后卫,College,77.1 公斤,SAS,圣安东尼奥,San Antonio,spurs,Western,马刺,西部,西南分区,1610612759,False,True,00,马刺,Spurs
jamal_murray,加拿大,Kentucky/Canada,贾马尔 穆雷,Jamal Murray,856674000000,2016,1,贾马尔,贾马尔,Jamal,1.93,27,穆雷,Murray,00,1627750,后卫,College,93.9 公斤,DEN,丹佛,Denver,nuggets,Western,掘金,西部,西北分区,1610612743,False,True,00,掘金,Nuggets
mike_muscala,美国,Bucknell/United States,迈克 穆斯卡拉,Mike Muscala,678340800000,2013,4,迈克,迈克,Mike,2.11,31,穆斯卡拉,Muscala,00,203488,前锋-中锋,College,108.9 公斤,ATL,亚特兰大,Atlanta,hawks,Eastern,老鹰,东部,东南分区,1610612737,False,True,00,老鹰,Hawks
abdel_nader,埃及,Iowa State/Egypt,阿卜杜勒 纳德,Abdel Nader,748929600000,2016,0,阿卜杜勒,阿卜杜勒,Abdel,1.98,28,纳德,Nader,00,1627846,前锋,College,104.3 公斤,BOS,波士顿,Boston,celtics,Eastern,凯尔特人,东部,大西洋分区,1610612738,False,True,00,凯尔特人,Celtics
larry_nance jr.,美国,Wyoming/United States,拉里 南斯二世,Larry Nance Jr.,725864400000,2015,2,拉里,拉里,Larry,2.06,22,南斯二世,Nance Jr.,00,1626204,前锋,College,104.3 公斤,CLE,克利夫兰,Cleveland,cavaliers,Eastern,骑士,东部,中央分区,1610612739,False,True,00,骑士,Cavaliers
shabazz_napier,美国,Connecticut/United States,沙巴兹 内皮尔,Shabazz Napier,679464000000,2014,3,沙巴兹,沙巴兹,Shabazz,1.85,6,内皮尔,Napier,00,203894,后卫,College,79.4 公斤,POR,波特兰,Portland,blazers,Western,开拓者,西部,西北分区,1610612757,False,True,00,开拓者,Trail Blazers
jameer_nelson,美国,Saint Joseph's/United States,贾米尔 尼尔森,Jameer Nelson,382078800000,2004,13,贾米尔,贾米尔,Jameer,1.83,41,尼尔森,Nelson,00,2749,后卫,College,86.2 公斤,DET,底特律,Detroit,pistons,Eastern,活塞,东部,中央分区,1610612765,False,True,00,活塞,Pistons
nene_hilario,巴西,"Sao Carlos, Brazil/Brazil",内内,Nene,400737600000,2002,15,,,,2.11,42,内内,Nene,00,2403,中锋-前锋,Country,113.4 公斤,HOU,休斯顿,Houston,rockets,Western,火箭,西部,西南分区,1610612745,False,True,00,火箭,Rockets
raul_neto,巴西,Brazil,劳尔 内托,Raul Neto,706248000000,2013,2,劳尔,劳尔,Raul,1.85,25,内托,Neto,00,203526,后卫,None,81.2 公斤,UTA,犹他,Utah,jazz,Western,爵士,西部,西北分区,1610612762,False,True,00,爵士,Jazz
georges_niang,美国,Iowa State/United States,乔治斯 尼昂,Georges Niang,740289600000,2016,1,乔治斯,乔治斯,Georges,1.98,31,尼昂,Niang,00,1627777,前锋,College,104.8 公斤,UTA,犹他,Utah,jazz,Western,爵士,西部,西北分区,1610612762,False,True,00,爵士,Jazz
joakim_noah,美国,Florida/United States,乔金 诺阿,Joakim Noah,478155600000,2007,10,乔金,乔金,Joakim,2.11,13,诺阿,Noah,00,201149,中锋,College,104.3 公斤,NYK,纽约,New York,knicks,Eastern,尼克斯,东部,大西洋分区,1610612752,False,True,00,尼克斯,Knicks
nerlens_noel,美国,Kentucky/United States,诺伦斯 诺尔,Nerlens Noel,765950400000,2013,3,诺伦斯,诺伦斯,Nerlens,2.11,3,诺尔,Noel,00,203457,中锋,College,99.8 公斤,DAL,达拉斯,Dallas,mavericks,Western,独行侠,西部,西南分区,1610612742,False,True,00,独行侠,Mavericks
lucas_nogueira,巴西,Brazil,卢卡斯 诺盖拉,Lucas Nogueira,712123200000,2013,3,卢卡斯,卢卡斯,Lucas,2.13,92,诺盖拉,Nogueira,00,203512,中锋,None,99.8 公斤,TOR,多伦多,Toronto,raptors,Eastern,猛龙,东部,大西洋分区,1610612761,False,True,00,猛龙,Raptors
dirk_nowitzki,德国,"Wurzburg, Germany/Germany",德克 诺维茨基,Dirk Nowitzki,267076800000,1998,19,德克,德克,Dirk,2.13,41,诺维茨基,Nowitzki,00,1717,中锋-前锋,Country,111.1 公斤,DAL,达拉斯,Dallas,mavericks,Western,独行侠,西部,西南分区,1610612742,False,True,00,独行侠,Mavericks
frank_ntilikina,法国,France,弗兰克 尼利基纳,Frank Ntilikina,901598400000,2017,0,弗兰克,弗兰克,Frank,1.96,11,尼利基纳,Ntilikina,00,1628373,后卫,,86.2 公斤,NYK,纽约,New York,knicks,Eastern,尼克斯,东部,大西洋分区,1610612752,False,True,00,尼克斯,Knicks
jusuf_nurkic,波斯尼亚和黑塞哥维那,Bosnia & Herzegovina,尤素福 努尔基奇,Jusuf Nurkic,777614400000,2014,3,尤素福,尤素福,Jusuf,2.13,27,努尔基奇,Nurkic,00,203994,中锋,None,127.0 公斤,POR,波特兰,Portland,blazers,Western,开拓者,西部,西北分区,1610612757,False,True,00,开拓者,Trail Blazers
david_nwaba,美国,Cal Poly-S.L.O./United States,大卫 努瓦巴,David Nwaba,726987600000,0,1,大卫,大卫,David,1.93,11,努瓦巴,Nwaba,00,1628021,前锋,From,94.8 公斤,CHI,芝加哥,Chicago,bulls,Eastern,公牛,东部,中央分区,1610612741,False,True,00,公牛,Bulls
johnny_o'bryant iii,美国,Louisiana State/United States,约翰尼 奥布莱恩特三世,Johnny O'Bryant III,738907200000,2014,3,约翰尼,约翰尼,Johnny,2.06,8,奥布莱恩特三世,O'Bryant III,00,203948,前锋,College,116.6 公斤,CHA,夏洛特,Charlotte,hornets,Eastern,黄蜂,东部,东南分区,1610612766,False,True,00,黄蜂,Hornets
royce_o'neale,美国,Baylor/United States,罗伊斯 奥尼尔,Royce O'Neale,739252800000,2015,0,罗伊斯,罗伊斯,Royce,1.98,23,奥尼尔,O'Neale,00,1626220,前锋,College,102.5 公斤,UTA,犹他,Utah,jazz,Western,爵士,西部,西北分区,1610612762,False,True,00,爵士,Jazz
kyle_o'quinn,美国,Norfolk State/United States,凯尔 奎恩,Kyle O'Quinn,638427600000,2012,5,凯尔,凯尔,Kyle,2.08,9,奎恩,O'Quinn,00,203124,中锋-前锋,College,113.4 公斤,NYK,纽约,New York,knicks,Eastern,尼克斯,东部,大西洋分区,1610612752,False,True,00,尼克斯,Knicks
semi_ojeleye,美国,Southern Methodist/United States,塞米 奥杰莱,Semi Ojeleye,786603600000,2017,0,塞米,塞米,Semi,2.01,37,奥杰莱,Ojeleye,00,1628400,前锋,College,106.6 公斤,BOS,波士顿,Boston,celtics,Eastern,凯尔特人,东部,大西洋分区,1610612738,False,True,00,凯尔特人,Celtics
emeka_okafor,美国,Connecticut/United States,埃梅卡 奥卡福,Emeka Okafor,402033600000,2004,9,埃梅卡,埃梅卡,Emeka,2.08,50,奥卡福,Okafor,00,2731,中锋,College,115.7 公斤,NOP,新奥尔良,New Orleans,pelicans,Western,鹈鹕,西部,西南分区,1610612740,False,True,00,鹈鹕,Pelicans
jahlil_okafor,美国,Duke/United States,贾利尔 奥卡福,Jahlil Okafor,819003600000,2015,2,贾利尔,贾利尔,Jahlil,2.11,4,奥卡福,Okafor,00,1626143,中锋,College,117.9 公斤,BKN,布鲁克林,Brooklyn,nets,Eastern,篮网,东部,大西洋分区,1610612751,False,True,00,篮网,Nets
victor_oladipo,美国,Indiana/United States,维克托 奥拉迪波,Victor Oladipo,704952000000,2013,4,维克托,维克托,Victor,1.93,4,奥拉迪波,Oladipo,00,203506,后卫,College,95.3 公斤,IND,印第安纳,Indiana,pacers,Eastern,步行者,东部,中央分区,1610612754,False,True,00,步行者,Pacers
kelly_olynyk,加拿大,Gonzaga/Canada,凯利 奥利尼克,Kelly Olynyk,672033600000,2013,4,凯利,凯利,Kelly,2.13,9,奥利尼克,Olynyk,00,203482,前锋-中锋,College,111.1 公斤,MIA,迈阿密,Miami,heat,Eastern,热火,东部,东南分区,1610612748,False,True,00,热火,Heat
chinanu_onuaku,美国,Louisville/United States,奇纳努 奥努阿库,Chinanu Onuaku,846824400000,2016,1,奇纳努,奇纳努,Chinanu,2.08,21,奥努阿库,Onuaku,00,1627778,中锋,College,111.1 公斤,HOU,休斯顿,Houston,rockets,Western,火箭,西部,西南分区,1610612745,False,True,00,火箭,Rockets
cedi_osman,土耳其,Anadolu Efes/Turkey,赛迪 奥斯曼,Cedi Osman,797313600000,2015,0,赛迪,赛迪,Cedi,2.03,16,奥斯曼,Osman,00,1626224,前锋,From,97.5 公斤,CLE,克利夫兰,Cleveland,cavaliers,Eastern,骑士,东部,中央分区,1610612739,False,True,00,骑士,Cavaliers
kelly_oubre jr.,美国,Kansas/United States,凯利 小乌布雷,Kelly Oubre Jr.,818485200000,2015,2,凯利,凯利,Kelly,2.01,12,小乌布雷,Oubre Jr.,00,1626162,前锋,College,93.0 公斤,WAS,华盛顿,Washington,wizards,Eastern,奇才,东部,东南分区,1610612764,False,True,00,奇才,Wizards
zaza_pachulia,格鲁吉亚,"Tbilisi, Georgia/Georgia",扎扎 帕楚里亚,Zaza Pachulia,445237200000,2003,14,扎扎,扎扎,Zaza,2.11,27,帕楚里亚,Pachulia,00,2585,中锋,Country,122.5 公斤,GSW,金州,Golden State,warriors,Western,勇士,西部,太平洋分区,1610612744,False,True,00,勇士,Warriors
marcus_paige,美国,North Carolina/United States,马库斯 佩奇,Marcus Paige,747720000000,2016,0,马库斯,马库斯,Marcus,1.83,4,佩奇,Paige,00,1627779,后卫,College,74.4 公斤,CHA,夏洛特,Charlotte,hornets,Eastern,黄蜂,东部,东南分区,1610612766,False,True,00,黄蜂,Hornets
georgios_papagiannis,希腊,Greece,尤尔格斯 帕帕扬尼斯,Georgios Papagiannis,867902400000,2016,1,尤尔格斯,尤尔格斯,Georgios,2.16,19,帕帕扬尼斯,Papagiannis,00,1627834,中锋,,108.9 公斤,POR,波特兰,Portland,blazers,Western,开拓者,西部,西北分区,1610612757,False,True,00,开拓者,Trail Blazers
jabari_parker,美国,Duke/United States,贾巴里 帕克,Jabari Parker,795243600000,2014,3,贾巴里,贾巴里,Jabari,2.03,12,帕克,Parker,00,203953,前锋,College,113.4 公斤,MIL,密尔沃基,Milwaukee,bucks,Eastern,雄鹿,东部,中央分区,1610612749,False,True,00,雄鹿,Bucks
tony_parker,法国,"Paris, France/France",托尼 帕克,Tony Parker,390456000000,2001,16,托尼,托尼,Tony,1.88,9,帕克,Parker,00,2225,后卫,Country,83.9 公斤,SAS,圣安东尼奥,San Antonio,spurs,Western,马刺,西部,西南分区,1610612759,False,True,00,马刺,Spurs
chandler_parsons,美国,Florida/United States,钱德勒 帕森斯,Chandler Parsons,593755200000,2011,6,钱德勒,钱德勒,Chandler,2.08,25,帕森斯,Parsons,00,202718,前锋,College,104.3 公斤,MEM,孟菲斯,Memphis,grizzlies,Western,灰熊,西部,西南分区,1610612763,False,True,00,灰熊,Grizzlies
patrick_patterson,美国,Kentucky/United States,帕特里克 帕特森,Patrick Patterson,605854800000,2010,7,帕特里克,帕特里克,Patrick,2.06,54,帕特森,Patterson,00,202335,前锋,College,104.3 公斤,OKC,俄克拉荷马城,Oklahoma City,thunder,Western,雷霆,西部,西北分区,1610612760,False,True,00,雷霆,Thunder
justin_patton,美国,Creighton/United States,贾斯汀 巴顿,Justin Patton,866260800000,2017,0,贾斯汀,贾斯汀,Justin,2.13,24,巴顿,Patton,00,1628383,中锋,College,107.0 公斤,MIN,明尼苏达,Minnesota,timberwolves,Western,森林狼,西部,西北分区,1610612750,False,True,00,森林狼,Timberwolves
brandon_paul,,,布兰登 保罗,Brandon Paul,672984000000,2013,0,布兰登,布兰登,Brandon,1.93,3,保罗,Paul,00,203464,后卫,None,90.7 公斤,SAS,圣安东尼奥,San Antonio,spurs,Western,马刺,西部,西南分区,1610612759,False,True,00,马刺,Spurs
chris_paul,美国,Wake Forest/United States,克里斯 保罗,Chris Paul,484200000000,2005,12,克里斯,克里斯,Chris,1.83,3,保罗,Paul,00,101108,后卫,College,79.4 公斤,HOU,休斯顿,Houston,rockets,Western,火箭,西部,西南分区,1610612745,False,True,00,火箭,Rockets
adreian_payne,美国,Michigan State/United States,阿德里安 佩恩,Adreian Payne,666939600000,2014,3,阿德里安,阿德里安,Adreian,2.08,33,佩恩,Payne,00,203940,前锋,College,107.5 公斤,ORL,奥兰多,Orlando,magic,Eastern,魔术,东部,东南分区,1610612753,False,True,00,魔术,Magic
cameron_payne,美国,Murray State/United States,卡梅隆 佩恩,Cameron Payne,776318400000,2015,2,卡梅隆,卡梅隆,Cameron,1.90,22,佩恩,Payne,00,1626166,后卫,College,83.9 公斤,CHI,芝加哥,Chicago,bulls,Eastern,公牛,东部,中央分区,1610612741,False,True,00,公牛,Bulls
elfrid_payton,美国,Louisiana-Lafayette/United States,艾弗里德 佩顿,Elfrid Payton,761893200000,2014,3,艾弗里德,艾弗里德,Elfrid,1.93,2,佩顿,Payton,00,203901,后卫,College,83.9 公斤,PHX,菲尼克斯,Phoenix,suns,Western,太阳,西部,太平洋分区,1610612756,False,True,00,太阳,Suns
gary_payton ii,美国,Oregon State/United States,加里 佩顿二世,Gary Payton II,723186000000,2016,1,加里,加里,Gary,1.90,23,佩顿二世,Payton II,00,1627780,后卫,College,86.2 公斤,LAL,洛杉矶,Los Angeles,lakers,Western,湖人,西部,太平洋分区,1610612747,False,True,00,湖人,Lakers
london_perrantes,美国,Virginia/United States,朗敦 佩尔兰茨,London Perrantes,781156800000,2017,0,朗敦,朗敦,London,1.88,15,佩尔兰茨,Perrantes,00,1628506,后卫,College,86.2 公斤,CLE,克利夫兰,Cleveland,cavaliers,Eastern,骑士,东部,中央分区,1610612739,False,True,00,骑士,Cavaliers
alec_peters,美国,Valparaiso/United States,亚历克 彼得斯,Alec Peters,797745600000,2017,0,亚历克,亚历克,Alec,2.06,25,彼得斯,Peters,00,1628409,前锋,College,106.6 公斤,PHX,菲尼克斯,Phoenix,suns,Western,太阳,西部,太平洋分区,1610612756,False,True,00,太阳,Suns
marshall_plumlee,美国,Duke/United States,马歇尔 普拉姆利,Marshall Plumlee,711086400000,2016,1,马歇尔,马歇尔,Marshall,2.13,40,普拉姆利,Plumlee,00,1627850,中锋,College,113.4 公斤,MIL,密尔沃基,Milwaukee,bucks,Eastern,雄鹿,东部,中央分区,1610612749,False,True,00,雄鹿,Bucks
mason_plumlee,美国,Duke/United States,梅森 普拉姆利,Mason Plumlee,636613200000,2013,4,梅森,梅森,Mason,2.11,24,普拉姆利,Plumlee,00,203486,中锋-前锋,College,115.7 公斤,DEN,丹佛,Denver,nuggets,Western,掘金,西部,西北分区,1610612743,False,True,00,掘金,Nuggets
miles_plumlee,美国,Duke/United States,迈尔斯 普拉姆利,Miles Plumlee,589089600000,2012,5,迈尔斯,迈尔斯,Miles,2.11,18,普拉姆利,Plumlee,00,203101,中锋,College,112.9 公斤,ATL,亚特兰大,Atlanta,hawks,Eastern,老鹰,东部,东南分区,1610612737,False,True,00,老鹰,Hawks
jakob_poeltl,奥地利,Utah/Austria,雅各布 珀尔特尔,Jakob Poeltl,813729600000,2016,1,雅各布,雅各布,Jakob,2.13,42,珀尔特尔,Poeltl,00,1627751,中锋,College,104.3 公斤,TOR,多伦多,Toronto,raptors,Eastern,猛龙,东部,大西洋分区,1610612761,False,True,00,猛龙,Raptors
quincy_pondexter,美国,Washington/United States,昆西 庞德塞特,Quincy Pondexter,573973200000,2010,5,昆西,昆西,Quincy,2.01,20,庞德塞特,Pondexter,00,202347,后卫,College,102.1 公斤,CHI,芝加哥,Chicago,bulls,Eastern,公牛,东部,中央分区,1610612741,False,True,00,公牛,Bulls
otto_porter jr.,美国,Georgetown/United States,奥托 小波特,Otto Porter Jr.,739080000000,2013,4,奥托,奥托,Otto,2.03,22,小波特,Porter Jr.,00,203490,前锋,College,89.8 公斤,WAS,华盛顿,Washington,wizards,Eastern,奇才,东部,东南分区,1610612764,False,True,00,奇才,Wizards
bobby_portis,美国,Arkansas/United States,鲍比 波蒂斯,Bobby Portis,792392400000,2015,2,鲍比,鲍比,Bobby,2.11,5,波蒂斯,Portis,00,1626171,前锋,College,112.5 公斤,CHI,芝加哥,Chicago,bulls,Eastern,公牛,东部,中央分区,1610612741,False,True,00,公牛,Bulls
kristaps_porzingis,拉脱维亚,Latvia,克里斯塔普斯 波尔津吉斯,Kristaps Porzingis,807336000000,2015,2,克里斯塔普斯,克里斯塔普斯,Kristaps,2.21,6,波尔津吉斯,Porzingis,00,204001,前锋-中锋,,108.9 公斤,NYK,纽约,New York,knicks,Eastern,尼克斯,东部,大西洋分区,1610612752,False,True,00,尼克斯,Knicks
dwight_powell,加拿大,Stanford/Canada,德怀特 鲍威尔,Dwight Powell,679982400000,2014,3,德怀特,德怀特,Dwight,2.11,7,鲍威尔,Powell,00,203939,中锋-前锋,College,108.9 公斤,DAL,达拉斯,Dallas,mavericks,Western,独行侠,西部,西南分区,1610612742,False,True,00,独行侠,Mavericks
norman_powell,美国,UCLA/United States,诺曼 鲍威尔,Norman Powell,738302400000,2015,2,诺曼,诺曼,Norman,1.93,24,鲍威尔,Powell,00,1626181,前锋-后卫,College,97.5 公斤,TOR,多伦多,Toronto,raptors,Eastern,猛龙,东部,大西洋分区,1610612761,False,True,00,猛龙,Raptors
alex_poythress,美国,Kentucky/United States,亚历克斯 波伊思雷斯,Alex Poythress,747288000000,2016,1,亚历克斯,亚历克斯,Alex,2.06,0,波伊思雷斯,Poythress,00,1627816,前锋,College,106.6 公斤,IND,印第安纳,Indiana,pacers,Eastern,步行者,东部,中央分区,1610612754,False,True,00,步行者,Pacers
taurean_prince,美国,Baylor/United States,托里恩 普林斯,Taurean Prince,764312400000,2016,1,托里恩,托里恩,Taurean,2.03,12,普林斯,Prince,00,1627752,前锋,College,99.8 公斤,ATL,亚特兰大,Atlanta,hawks,Eastern,老鹰,东部,东南分区,1610612737,False,True,00,老鹰,Hawks
jacob_pullen,美国,Kansas State/United States,雅各布 普伦,Jacob Pullen,626677200000,2011,0,雅各布,雅各布,Jacob,1.85,00,普伦,Pullen,00,1626643,后卫,College,90.7 公斤,PHI,费城,Philadelphia,sixers,Eastern,76人,东部,大西洋分区,1610612755,False,True,00,76人,Sixers
rodney_purvis,美国,Connecticut/United States,罗德尼 珀维斯,Rodney Purvis,761202000000,2017,0,罗德尼,罗德尼,Rodney,1.93,15,珀维斯,Purvis,00,1628681,后卫,College,93.0 公斤,ORL,奥兰多,Orlando,magic,Eastern,魔术,东部,东南分区,1610612753,False,True,00,魔术,Magic
zhou_qi,中国,China,周琦,Qi Zhou,821768400000,2016,0,,,Qi,2.16,9,周琦,Zhou,00,1627753,前锋-中锋,,95.3 公斤,HOU,休斯顿,Houston,rockets,Western,火箭,西部,西南分区,1610612745,False,True,00,火箭,Rockets
tim_quarterman,美国,Louisiana State/United States,蒂姆 夸特曼,Tim Quarterman,783230400000,2016,1,蒂姆,蒂姆,Tim,1.98,55,夸特曼,Quarterman,00,1627817,后卫,College,86.2 公斤,HOU,休斯顿,Houston,rockets,Western,火箭,西部,西南分区,1610612745,False,True,00,火箭,Rockets
ivan_rabb,美国,California/United States,伊万 拉比,Ivan Rabb,855032400000,2017,0,伊万,伊万,Ivan,2.08,10,拉比,Rabb,00,1628397,前锋,College,99.8 公斤,MEM,孟菲斯,Memphis,grizzlies,Western,灰熊,西部,西南分区,1610612763,False,True,00,灰熊,Grizzlies
julius_randle,美国,Kentucky/United States,朱利叶斯 兰德尔,Julius Randle,786085200000,2014,3,朱利叶斯,朱利叶斯,Julius,2.06,30,兰德尔,Randle,00,203944,前锋-中锋,College,113.4 公斤,LAL,洛杉矶,Los Angeles,lakers,Western,湖人,西部,太平洋分区,1610612747,False,True,00,湖人,Lakers
zach_randolph,美国,Michigan State/United States,扎克 兰多夫,Zach Randolph,364104000000,2001,16,扎克,扎克,Zach,2.06,50,兰多夫,Randolph,00,2216,前锋,College,113.4 公斤,SAC,萨克拉门托,Sacramento,kings,Western,国王,西部,太平洋分区,1610612758,False,True,00,国王,Kings
xavier_rathan-mayes,加拿大,Florida State/Canada,席维尔 拉坦-梅耶斯,Xavier Rathan-Mayes,767592000000,2017,0,席维尔,席维尔,Xavier,1.93,22,拉坦-梅耶斯,Rathan-Mayes,00,1628504,后卫,College,94.3 公斤,MEM,孟菲斯,Memphis,grizzlies,Western,灰熊,西部,西南分区,1610612763,False,True,00,灰熊,Grizzlies
jj_redick,美国,Duke/United States,JJ 雷迪克,JJ Redick,456897600000,2006,11,JJ,JJ,JJ,1.93,17,雷迪克,Redick,00,200755,后卫-前锋,College,90.7 公斤,PHI,费城,Philadelphia,sixers,Eastern,76人,东部,大西洋分区,1610612755,False,True,00,76人,Sixers
davon_reed,美国,Miami (FL)/United States,达文 里德,Davon Reed,802843200000,2017,0,达文,达文,Davon,1.98,32,里德,Reed,00,1628432,后卫,College,95.3 公斤,PHX,菲尼克斯,Phoenix,suns,Western,太阳,西部,太平洋分区,1610612756,False,True,00,太阳,Suns
willie_reed,美国,Saint Louis/United States,威利 里德,Willie Reed,642830400000,2011,2,威利,威利,Willie,2.11,33,里德,Reed,00,203186,中锋,College,111.1 公斤,DET,底特律,Detroit,pistons,Eastern,活塞,东部,中央分区,1610612765,False,True,00,活塞,Pistons
josh_richardson,美国,Tennessee/United States,约什 理查德森,Josh Richardson,748065600000,2015,2,约什,约什,Josh,1.98,0,理查德森,Richardson,00,1626196,前锋,College,90.7 公斤,MIA,迈阿密,Miami,heat,Eastern,热火,东部,东南分区,1610612748,False,True,00,热火,Heat
malachi_richardson,美国,Syracuse/United States,马拉凯 理查德森,Malachi Richardson,820818000000,2016,1,马拉凯,马拉凯,Malachi,1.98,22,理查德森,Richardson,00,1627781,后卫,College,93.0 公斤,TOR,多伦多,Toronto,raptors,Eastern,猛龙,东部,大西洋分区,1610612761,False,True,00,猛龙,Raptors
